"es.id","study.id","ma.id","ma.doi","topic","additional_topic","g","d","sign.dir","N","n1","n2","es.type","comments","Year","Status","Experiment"
"4127","12786","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.71299999999999997","pos","156","NA","NA","d","NA","1997","P","N"
"4128","12787","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.121","neg","101","NA","NA","d","NA","2007","P","N"
"4129","12788","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.53200000000000003","pos","162","NA","NA","d","NA","2007","P","N"
"4130","12789","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.23400000000000001","pos","17","NA","NA","d","NA","1987","P","N"
"4131","12790","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.53900000000000003","pos","38","NA","NA","d","NA","1994","P","N"
"4132","12791","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.40899999999999997","pos","138","NA","NA","d","NA","1985","P","N"
"4133","12792","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.09","neg","10","NA","NA","d","NA","1994","P","N"
"4134","12793","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.24199999999999999","pos","304","NA","NA","d","NA","1996","P","N"
"4135","12794","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.18099999999999999","pos","211","NA","NA","d","NA","1997","P","N"
"4136","12795","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.46","pos","184","NA","NA","d","NA","2005","P","N"
"4137","12796","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.48199999999999998","pos","184","NA","NA","d","NA","2005","P","N"
"4138","12797","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.99","pos","NA","NA","NA","d","NA","1998","P","N"
"4139","12798","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.0940000000000001","pos","98","NA","NA","d","NA","1992","P","N"
"4140","12799","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.23699999999999999","pos","210","NA","NA","d","NA","2008","P","N"
"4141","12800","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.35199999999999998","pos","360","NA","NA","d","NA","2008","P","N"
"4142","12801","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","5.5E-2","pos","117","NA","NA","d","NA","2009","P","N"
"4143","12802","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.552","pos","27","NA","NA","d","NA","1998","P","N"
"4144","12803","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.85","pos","16","NA","NA","d","NA","1989","P","N"
"4145","12804","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.69699999999999995","pos","73","NA","NA","d","NA","1995","P","N"
"4146","12805","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.96","pos","36","NA","NA","d","NA","2000","P","N"
"4147","12806","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.35399999999999998","pos","52","NA","NA","d","NA","1989","P","N"
"4148","12807","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.1859999999999999","pos","59","NA","NA","d","NA","1984","P","N"
"4149","12808","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.98","pos","26","NA","NA","d","NA","1984","P","N"
"4150","12809","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","5.95","pos","62","NA","NA","d","NA","1983","P","N"
"4151","12810","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.75700000000000001","pos","52","NA","NA","d","NA","1985","P","N"
"4152","12811","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.5289999999999999","pos","156","NA","NA","d","NA","1997","P","N"
"4153","12812","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.268","pos","156","NA","NA","d","NA","1997","P","N"
"4154","12813","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.73899999999999999","pos","101","NA","NA","d","NA","2007","P","N"
"4155","12814","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.54200000000000004","pos","162","NA","NA","d","NA","2007","P","N"
"4156","12815","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.61","pos","17","NA","NA","d","NA","1987","P","N"
"4157","12816","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.12","pos","38","NA","NA","d","NA","1994","P","N"
"4158","12817","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.74199999999999999","pos","138","NA","NA","d","NA","1985","P","N"
"4159","12818","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.387","pos","10","NA","NA","d","NA","1994","P","N"
"4160","12819","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.1","pos","304","NA","NA","d","NA","1996","P","N"
"4161","12820","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.873","pos","184","NA","NA","d","NA","2005","P","N"
"4162","12821","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.78400000000000003","pos","184","NA","NA","d","NA","2005","P","N"
"4163","12822","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.16200000000000001","pos","NA","NA","NA","d","NA","1998","P","N"
"4164","12823","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.83399999999999996","pos","216","NA","NA","d","NA","2012","P","N"
"4165","12824","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0","null","210","NA","NA","d","NA","2008","P","N"
"4166","12825","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.27400000000000002","neg","360","NA","NA","d","NA","2008","P","N"
"4167","12826","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.34599999999999997","pos","117","NA","NA","d","NA","2009","P","N"
"4168","12827","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.0169999999999999","pos","27","NA","NA","d","NA","1998","P","N"
"4169","12828","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.11799999999999999","pos","16","NA","NA","d","NA","1989","P","N"
"4170","12829","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.873","pos","36","NA","NA","d","NA","2000","P","N"
"4171","12830","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.552","pos","156","NA","NA","d","NA","1997","P","N"
"4172","12831","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.55400000000000005","pos","156","NA","NA","d","NA","1997","P","N"
"4173","12832","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.58199999999999996","pos","101","NA","NA","d","NA","2007","P","N"
"4174","12833","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.45","pos","162","NA","NA","d","NA","2007","P","N"
"4175","12834","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.53900000000000003","pos","38","NA","NA","d","NA","1994","P","N"
"4176","12835","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.69899999999999995","pos","304","NA","NA","d","NA","1996","P","N"
"4177","12836","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.45100000000000001","pos","211","NA","NA","d","NA","1997","P","N"
"4178","12837","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.55000000000000004","pos","184","NA","NA","d","NA","2005","P","N"
"4179","12838","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.50900000000000001","pos","184","NA","NA","d","NA","2005","P","N"
"4180","12839","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","4.3999999999999997E-2","neg","1998","NA","NA","d","NA","1998","P","N"
"4181","12840","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.80300000000000005","pos","265","NA","NA","d","NA","2009","P","N"
"4182","12841","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.0750000000000002","pos","149","NA","NA","d","NA","1980","P","N"
"4183","12842","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.104","pos","77","NA","NA","d","NA","1980","P","N"
"4184","12843","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.66700000000000004","pos","84","NA","NA","d","NA","1980","P","N"
"4185","12844","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.68700000000000006","pos","71","NA","NA","d","NA","2008","P","N"
"4186","12845","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.496","pos","515","NA","NA","d","NA","2015","P","N"
"4187","12846","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.36599999999999999","pos","248","NA","NA","d","NA","2009","P","N"
"4188","12847","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.51700000000000002","pos","143","NA","NA","d","NA","2006","P","N"
"4189","12848","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.1240000000000001","pos","60","NA","NA","d","NA","2004","P","N"
"4190","12849","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.52100000000000002","pos","201","NA","NA","d","NA","2005","P","N"
"4191","12850","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.217","pos","528","NA","NA","d","NA","2007","P","N"
"4192","12851","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.38200000000000001","pos","30","NA","NA","d","NA","1991","P","N"
"4193","12852","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.73099999999999998","pos","300","NA","NA","d","NA","1977","P","N"
"4194","12853","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.59799999999999998","pos","163","NA","NA","d","NA","1980","P","N"
"4195","12854","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.77100000000000002","pos","205","NA","NA","d","NA","1980","P","N"
"4196","12855","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.873","pos","333","NA","NA","d","NA","2010","P","N"
"4197","12856","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.58099999999999996","pos","48","NA","NA","d","NA","2005","P","N"
"4198","12857","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.0649999999999999","pos","44","NA","NA","d","NA","2005","P","N"
"4199","12858","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.77200000000000002","pos","70","NA","NA","d","NA","1980","P","N"
"4200","12859","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.69299999999999995","pos","75","NA","NA","d","NA","2016","P","N"
"4201","12860","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.60599999999999998","pos","52","NA","NA","d","NA","1981","P","N"
"4202","12861","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.32600000000000001","pos","549","NA","NA","d","NA","1987","P","N"
"4203","12862","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.626","pos","549","NA","NA","d","NA","1987","P","N"
"4204","12863","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.0750000000000002","pos","149","NA","NA","d","NA","1980","P","N"
"4205","12864","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.104","pos","77","NA","NA","d","NA","1980","P","N"
"4206","12865","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.66700000000000004","pos","84","NA","NA","d","NA","1980","P","N"
"4207","12866","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.51700000000000002","pos","143","NA","NA","d","NA","2006","P","N"
"4208","12867","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.1240000000000001","pos","60","NA","NA","d","NA","2004","P","N"
"4209","12868","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.73099999999999998","pos","300","NA","NA","d","NA","1977","P","N"
"4210","12869","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.59799999999999998","pos","163","NA","NA","d","NA","1980","P","N"
"4211","12870","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.77100000000000002","pos","205","NA","NA","d","NA","1980","P","N"
"4212","12871","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.58099999999999996","pos","48","NA","NA","d","NA","2005","P","N"
"4213","12872","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.0649999999999999","pos","44","NA","NA","d","NA","2005","P","N"
"4214","12873","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.77200000000000002","pos","172","NA","NA","d","NA","1980","P","N"
"4215","12874","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.69299999999999995","pos","75","NA","NA","d","NA","2016","P","N"
"4216","12875","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.60599999999999998","pos","52","NA","NA","d","NA","1981","P","N"
"4217","12876","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.32600000000000001","pos","549","NA","NA","d","NA","1987","P","N"
"4218","12877","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.72199999999999998","pos","549","NA","NA","d","NA","1987","P","N"
"4219","12878","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","4.3999999999999997E-2","neg","74","NA","NA","d","NA","1998","P","N"
"4220","12879","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.80300000000000005","pos","265","NA","NA","d","NA","2009","P","N"
"4221","12880","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.68700000000000006","pos","71","NA","NA","d","NA","2008","P","N"
"4222","12881","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.496","pos","515","NA","NA","d","NA","2015","P","N"
"4223","12882","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.36599999999999999","pos","248","NA","NA","d","NA","2009","P","N"
"4224","12883","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.52100000000000002","pos","201","NA","NA","d","NA","2005","P","N"
"4225","12884","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.217","pos","528","NA","NA","d","NA","2007","P","N"
"4226","12885","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.38200000000000001","pos","30","NA","NA","d","NA","1991","P","N"
"4227","12886","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.873","pos","333","NA","NA","d","NA","2010","P","N"
"4228","12887","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.498","pos","333","NA","NA","d","NA","2010","P","N"
"4229","12888","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.624","pos","74","NA","NA","d","NA","1998","P","N"
"4230","12889","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.5269999999999999","pos","265","NA","NA","d","NA","2009","P","N"
"4231","12890","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.878","pos","71","NA","NA","d","NA","2008","P","N"
"4232","12891","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.69399999999999995","pos","500","NA","NA","d","NA","2015","P","N"
"4233","12892","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.86799999999999999","pos","515","NA","NA","d","NA","2015","P","N"
"4234","12893","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.48","pos","165","NA","NA","d","NA","2015","P","N"
"4235","12894","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.58","pos","248","NA","NA","d","NA","2009","P","N"
"4236","12895","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.94599999999999995","pos","201","NA","NA","d","NA","2005","P","N"
"4237","12896","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.73499999999999999","pos","528","NA","NA","d","NA","2007","P","N"
"4238","12897","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.71199999999999997","pos","30","NA","NA","d","NA","1991","P","N"
"4239","12898","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.23200000000000001","pos","227","NA","NA","d","NA","2019","P","N"
"4240","12899","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.16600000000000001","pos","333","NA","NA","d","NA","2010","P","N"
"4241","12900","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.92100000000000004","pos","333","NA","NA","d","NA","2010","P","N"
"4242","12901","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0","null","74","NA","NA","d","NA","1998","P","N"
"4243","12902","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.38200000000000001","pos","265","NA","NA","d","NA","2009","P","N"
"4244","12903","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","2.4E-2","pos","71","NA","NA","d","NA","2008","P","N"
"4245","12904","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","7.8E-2","neg","500","NA","NA","d","NA","2015","P","N"
"4246","12905","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.32700000000000001","pos","515","NA","NA","d","NA","2015","P","N"
"4247","12906","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.217","pos","165","NA","NA","d","NA","2015","P","N"
"4248","12907","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.1","pos","248","NA","NA","d","NA","2009","P","N"
"4249","12908","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.33200000000000002","pos","201","NA","NA","d","NA","2005","P","N"
"4250","12909","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","1.7999999999999999E-2","pos","528","NA","NA","d","NA","2007","P","N"
"4251","12910","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.219","pos","227","NA","NA","d","NA","2019","P","N"
"4252","12911","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.43","pos","333","NA","NA","d","NA","2010","P","N"
"4253","12912","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.183","pos","333","NA","NA","d","NA","2010","P","N"
"4254","12913","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.29899999999999999","pos","90","NA","NA","d","NA","1978","P","N"
"4255","12914","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.53600000000000003","pos","48","NA","NA","d","NA","2005","P","N"
"4256","12915","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.30299999999999999","pos","44","NA","NA","d","NA","2005","P","N"
"4257","12916","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.17","pos","549","NA","NA","d","NA","1987","P","N"
"4258","12917","2203d","10.1177/0146167219893995","Self","Social Cognition","NA","0.28100000000000003","pos","549","NA","NA","d","NA","1987","P","N"
"4259","12918","2204g","10.1177/1088868319887599","Emotions",NA,"0.55000000000000004","NA","pos","83","42","41","g","NA","1982","P","N"
"4260","12919","2204g","10.1177/1088868319887599","Emotions",NA,"1.1599999999999999","NA","pos","40","20","20","g","NA","2001","P","N"
"4261","12920","2204g","10.1177/1088868319887599","Emotions",NA,"1.07","NA","pos","60","30","30","g","NA","1999","P","N"
"4262","12921","2204g","10.1177/1088868319887599","Emotions",NA,"1.21","NA","pos","80","40","40","g","NA","1999","P","N"
"4263","12922","2204g","10.1177/1088868319887599","Emotions",NA,"1.1200000000000001","NA","pos","60","30","30","g","NA","1989","P","N"
"4264","12923","2204g","10.1177/1088868319887599","Emotions",NA,"1.51","NA","pos","72","36","36","g","NA","1991","P","N"
"4265","12924","2204g","10.1177/1088868319887599","Emotions",NA,"1.04","NA","pos","72","36","36","g","NA","1991","P","N"
"4266","12925","2204g","10.1177/1088868319887599","Emotions",NA,"1.27","NA","pos","108","54","54","g","NA","1991","U","N"
"4267","12926","2204g","10.1177/1088868319887599","Emotions",NA,"1.04","NA","pos","80","40","40","g","NA","1995","P","N"
"4268","12927","2204g","10.1177/1088868319887599","Emotions",NA,"1.56","NA","pos","36","18","18","g","NA","2002","P","N"
"4269","12928","2204g","10.1177/1088868319887599","Emotions",NA,"0","NA","null","107","53","54","g","NA","2000","P","N"
"4270","12929","2204g","10.1177/1088868319887599","Emotions",NA,"0.6","NA","pos","50","25","25","g","NA","1988","P","N"
"4271","12930","2204g","10.1177/1088868319887599","Emotions",NA,"0.55000000000000004","NA","pos","40","20","20","g","NA","1997","P","N"
"4272","12931","2204g","10.1177/1088868319887599","Emotions",NA,"0.86","NA","pos","80","40","40","g","NA","2007","P","N"
"4273","12932","2204g","10.1177/1088868319887599","Emotions",NA,"1.48","NA","pos","24","12","12","g","NA","2007","P","N"
"4274","12933","2204g","10.1177/1088868319887599","Emotions",NA,"1.06","NA","pos","40","20","20","g","NA","1995","P","N"
"4275","12934","2204g","10.1177/1088868319887599","Emotions",NA,"0.86","NA","pos","60","30","30","g","NA","1995","P","N"
"4276","12935","2204g","10.1177/1088868319887599","Emotions",NA,"2.11","NA","pos","40","20","20","g","NA","1999","P","N"
"4277","12936","2204g","10.1177/1088868319887599","Emotions",NA,"1.04","NA","pos","96","48","48","g","NA","1997","P","N"
"4278","12937","2204g","10.1177/1088868319887599","Emotions",NA,"1.23","NA","pos","46","24","22","g","NA","1997","P","N"
"4279","12938","2204g","10.1177/1088868319887599","Emotions",NA,"0.98","NA","pos","60","30","30","g","NA","1997","P","N"
"4280","12939","2204g","10.1177/1088868319887599","Emotions",NA,"0.91","NA","pos","40","20","20","g","NA","1997","P","N"
"4281","12940","2204g","10.1177/1088868319887599","Emotions",NA,"1.26","NA","pos","60","30","30","g","NA","1997","P","N"
"4282","12941","2204g","10.1177/1088868319887599","Emotions",NA,"1.38","NA","pos","60","30","30","g","NA","1996","P","N"
"4283","12942","2204g","10.1177/1088868319887599","Emotions",NA,"0.74","NA","pos","30","15","15","g","NA","1996","P","N"
"4284","12943","2204g","10.1177/1088868319887599","Emotions",NA,"1.05","NA","pos","32","16","16","g","NA","1986","P","N"
"4285","12944","2204g","10.1177/1088868319887599","Emotions",NA,"1.06","NA","pos","40","20","20","g","NA","1995","P","N"
"4286","12945","2204g","10.1177/1088868319887599","Emotions",NA,"0.53","NA","pos","192","96","96","g","NA","1990","P","N"
"4287","12946","2204g","10.1177/1088868319887599","Emotions",NA,"0","NA","null","44","22","22","g","NA","2004","P","N"
"4288","12947","2204g","10.1177/1088868319887599","Emotions",NA,"0.21","NA","pos","246","123","123","g","NA","2007","P","N"
"4289","12948","2204g","10.1177/1088868319887599","Emotions",NA,"0.96","NA","pos","145","73","72","g","NA","2002","P","N"
"4290","12949","2204g","10.1177/1088868319887599","Emotions",NA,"0.31","NA","pos","177","92","85","g","NA","2012","P","N"
"4291","12950","2204g","10.1177/1088868319887599","Emotions",NA,"0.69","NA","pos","38","19","19","g","NA","2014","P","N"
"4292","12951","2204g","10.1177/1088868319887599","Emotions",NA,"0.69","NA","pos","77","39","38","g","NA","2014","P","N"
"4293","12952","2204g","10.1177/1088868319887599","Emotions",NA,"1.37","NA","pos","60","30","30","g","NA","2008","P","N"
"4294","12953","2204g","10.1177/1088868319887599","Emotions",NA,"1.36","NA","pos","92","46","46","g","NA","2008","P","N"
"4295","12954","2204g","10.1177/1088868319887599","Emotions",NA,"0.51","NA","pos","24","12","12","g","NA","2007","P","N"
"4296","12955","2204g","10.1177/1088868319887599","Emotions",NA,"0.36","NA","pos","106","53","53","g","NA","2012","P","N"
"4297","12956","2204g","10.1177/1088868319887599","Emotions",NA,"0.63","NA","pos","90","45","45","g","NA","1988","P","N"
"4298","12957","2204g","10.1177/1088868319887599","Emotions",NA,"0.65","NA","pos","120","60","60","g","NA","1988","P","N"
"4299","12958","2204g","10.1177/1088868319887599","Emotions",NA,"0.69","NA","pos","84","42","42","g","NA","1995","P","N"
"4300","12959","2204g","10.1177/1088868319887599","Emotions",NA,"1.07","NA","pos","48","24","24","g","NA","2009","P","N"
"4301","12960","2204g","10.1177/1088868319887599","Emotions",NA,"0.65","NA","pos","48","24","24","g","NA","2009","P","N"
"4302","12961","2204g","10.1177/1088868319887599","Emotions",NA,"0.99","NA","pos","32","16","16","g","NA","2011","P","N"
"4303","12962","2204g","10.1177/1088868319887599","Emotions",NA,"0.33","NA","neg","54","27","27","g","NA","2008","P","N"
"4304","12963","2204g","10.1177/1088868319887599","Emotions",NA,"0.5","NA","pos","64","32","32","g","NA","2003","P","N"
"4305","12964","2204g","10.1177/1088868319887599","Emotions",NA,"0.83","NA","pos","93","47","46","g","NA","2009","P","N"
"4306","12965","2204g","10.1177/1088868319887599","Emotions",NA,"0.99","NA","pos","64","32","32","g","NA","2009","P","N"
"4307","12966","2204g","10.1177/1088868319887599","Emotions",NA,"1.54","NA","pos","70","36","34","g","NA","2014","P","N"
"4308","12967","2204g","10.1177/1088868319887599","Emotions",NA,"0.79","NA","pos","40","20","20","g","NA","2014","P","N"
"4309","12968","2204g","10.1177/1088868319887599","Emotions",NA,"1.92","NA","pos","40","20","20","g","NA","2014","P","N"
"4310","12969","2204g","10.1177/1088868319887599","Emotions",NA,"0.65","NA","pos","207","104","103","g","NA","2014","U","N"
"4311","12970","2204g","10.1177/1088868319887599","Emotions",NA,"0.64","NA","pos","183","92","91","g","NA","2005","P","N"
"4312","12971","2204g","10.1177/1088868319887599","Emotions",NA,"0.28999999999999998","NA","pos","432","249","183","g","NA","2006","U","N"
"4313","12972","2204g","10.1177/1088868319887599","Emotions",NA,"0.63","NA","pos","124","62","62","g","NA","2011","U","N"
"4314","12973","2204g","10.1177/1088868319887599","Emotions",NA,"0.32","NA","pos","205","102","103","g","NA","2010","U","N"
"4315","12974","2204g","10.1177/1088868319887599","Emotions",NA,"0.46","NA","pos","113","57","56","g","NA","2015","U","N"
"4316","12975","2204g","10.1177/1088868319887599","Emotions",NA,"0.64","NA","pos","88","44","44","g","NA","2015","U","N"
"4317","12976","2204g","10.1177/1088868319887599","Emotions",NA,"0.51","NA","pos","213","106","107","g","NA","2015","P","N"
"4318","12977","2204g","10.1177/1088868319887599","Emotions",NA,"0.54","NA","pos","83","42","41","g","NA","2017","P","N"
"4319","12978","2204g","10.1177/1088868319887599","Emotions",NA,"0.17","NA","pos","62","31","31","g","NA","2017","U","N"
"4320","12979","2204g","10.1177/1088868319887599","Emotions",NA,"0.13","NA","pos","67","36","31","g","NA","2015","U","N"
"4321","12980","2204g","10.1177/1088868319887599","Emotions",NA,"0.51","NA","pos","20","10","10","g","NA","2015","U","N"
"4322","12981","2204g","10.1177/1088868319887599","Emotions",NA,"1.1599999999999999","NA","pos","54","18","36","g","NA","2015","U","N"
"4323","12982","2204g","10.1177/1088868319887599","Emotions",NA,"0.65","NA","pos","54","36","18","g","NA","2015","U","N"
"4324","12983","2204g","10.1177/1088868319887599","Emotions",NA,"3.58","NA","pos","11","7","4","g","NA","2015","U","N"
"4325","12984","2204g","10.1177/1088868319887599","Emotions",NA,"1.42","NA","pos","8","4","4","g","NA","2015","U","N"
"4326","12985","2204g","10.1177/1088868319887599","Emotions",NA,"0.52","NA","pos","137","81","56","g","NA","2015","U","N"
"4327","12986","2204g","10.1177/1088868319887599","Emotions",NA,"0.33","NA","pos","104","21","83","g","NA","2015","U","N"
"4328","12987","2204g","10.1177/1088868319887599","Emotions",NA,"0.61","NA","pos","40","13","27","g","NA","2015","U","N"
"4329","12988","2204g","10.1177/1088868319887599","Emotions",NA,"0.55000000000000004","NA","pos","54","26","28","g","NA","2015","U","N"
"4330","12989","2204g","10.1177/1088868319887599","Emotions",NA,"0.84","NA","pos","30","15","15","g","NA","2015","U","N"
"4331","12990","2204g","10.1177/1088868319887599","Emotions",NA,"0.85","NA","pos","54","42","12","g","NA","2015","U","N"
"4332","12991","2204g","10.1177/1088868319887599","Emotions",NA,"0.33","NA","pos","62","30","32","g","NA","2015","U","N"
"4333","12992","2204g","10.1177/1088868319887599","Emotions",NA,"0.97","NA","pos","150","75","75","g","NA","1990","P","N"
"4334","12993","2204g","10.1177/1088868319887599","Emotions",NA,"0.96","NA","pos","56","28","28","g","NA","1990","P","N"
"4335","12994","2204g","10.1177/1088868319887599","Emotions",NA,"0.5","NA","pos","158","84","74","g","NA","1983","P","N"
"4336","12995","2204g","10.1177/1088868319887599","Emotions",NA,"0.43","NA","pos","81","59","22","g","NA","1987","P","N"
"4337","12996","2204g","10.1177/1088868319887599","Emotions",NA,"0.92","NA","pos","34","17","17","g","NA","1987","P","N"
"4338","12997","2204g","10.1177/1088868319887599","Emotions",NA,"0.87","NA","pos","72","35","37","g","NA","2017","P","N"
"4339","12998","2204g","10.1177/1088868319887599","Emotions",NA,"0.35","NA","pos","124","63","61","g","NA","2015","U","N"
